	terminology	system	dataset	pair	chrf	comet	cometkiwi	consistency	regex	fuzzy90	tok_regex	tok_fuzzy90
143	term	opuscat-terms	test	en-cs	67.54399569509857	0.920334735166714	0.8277689170524869	0.5511482254697286	0.4888178913738019	0.5718849840255591	0.5559105431309904	0.5846645367412141
144	term	ForceGen_Transformer_filtered	blind	zh-en	40.52107296117045	0.7151511641576322	0.7086650504297389	0.7729357798165138	0.7784266575060117	0.8261765716248711	0.7928546891102713	0.8000687049124012
145	rand	opuscat-terms	test	de-en	61.96233916946719	0.8405223152833932	0.8150418015678277	0.7991631799163179	0.7981072555205048	0.7981072555205048	0.8138801261829653	0.8138801261829653
146	term	HW-TSC	test	en-cs	58.20247347209674	0.8867131581020712	0.8358343512601174	0.6033402922755741	0.3345454545454545	0.4181818181818181	0.4545454545454545	0.4618181818181818
147	rand	HW-TSC	test	en-cs	58.29380908649394	0.8882613974564084	0.8350722534156471	0.6075156576200418	0.3381818181818182	0.4163636363636364	0.4581818181818182	0.4636363636363636
148	term	BJTU-LB_system1	blind	zh-en	43.46875015533202	0.7479718375009495	0.7376411909621859	0.7448394495412844	0.7375472346272759	0.7811748540020611	0.7595328065956716	0.7485400206114737
149	term	uedin_decode_tag	test	en-cs	55.56399373016736	0.8803783955422233	0.8194368547491366	0.6137787056367432	0.32	0.3618181818181818	0.4163636363636364	0.4090909090909091
150	term	DCU-TU-TR	test	zh-en	14.170973178158569	0.4145754739994139	0.3220240660956943	0.1470811220621683	0.0943983402489626	0.112551867219917	0.1120331950207468	0.1244813278008298
151	term	TSSNMT	test	zh-en	45.17624853232195	0.735137078166008	0.7112354151904583	0.7727272727272727	0.5102040816326531	0.5102040816326531	0.5102040816326531	0.5102040816326531
152	rand	BJTU-LB_system1	blind	zh-en	41.5131847458968	0.7365072550877535	0.7342643855428901	0.7116060961313012	0.2885211995863495	0.3581523612547397	0.2919682867976559	0.344364012409514
153	term	uedin_decode_tag	blind	en-cs	62.74418364600288	0.8375102346769442	0.7937653850098163	0.7500487044613288	0.466120835686053	0.5579710144927537	0.5020703933747412	0.5644645209862601
154	term	lc_wmt23_single	test	en-cs	59.79208448477307	0.8610216401489487	0.7839158276716868	0.6367432150313153	0.3727272727272727	0.4545454545454545	0.48	0.5
155	term	opuscat-terms	blind	zh-en	27.70131051559796	0.5572779266316085	0.5290473359699506	0.2930045871559633	0.1281346616283064	0.2074888354517348	0.132944005496393	0.1964960494675369
156	rand	uedin_twoshot	test	en-cs	59.618781606511504	0.8658667124166024	0.7715173879366243	0.5887265135699373	0.7636363636363637	0.7618181818181818	0.7909090909090909	0.76
157	rand	uedin_twoshot	blind	en-cs	62.8070581404636	0.8314892251874925	0.7679499521018556	0.7382622248197935	0.5607942781855826	0.6513269339356296	0.5921325051759835	0.6548089591567853
158	base	uedin_decode_tag	test	de-en	61.09298845896549	0.8377130559544438	0.8286388092273184	0.801007556675063	0.6643518518518519	0.6782407407407407	0.6851851851851852	0.6851851851851852
159	rand	ForceGen_Transformer_filtered	test	zh-en	38.6586048517529	0.7108726179050255	0.7209572356653348	0.6133333333333333	0.0536986301369863	0.0745205479452054	0.0728767123287671	0.0843835616438356
160	rand	opuscat-terms	test	zh-en	27.822206699544733	0.560764495797087	0.5332242109055945	0.3425925925925926	0.0592478104070067	0.0680061823802163	0.0824317362184441	0.0891293147861926
161	rand	HW-TSC	test	zh-en	38.8569708678157	0.7090820986094165	0.7124994881065634	0.32	0.0526027397260274	0.0641095890410958	0.0734246575342465	0.0810958904109589
162	base	lc_wmt23_single	blind	en-cs	58.00188691580196	0.8345163916722917	0.8092732414078762	0.8019676602376777	0.3946922642574816	0.4794842838321099	0.4426877470355731	0.5007528703180877
163	rand	uedin_decode_tag	test	de-en	62.41885061619584	0.8382712666238292	0.8016788794306781	0.7808564231738035	0.9236111111111112	0.8819444444444444	0.925925925925926	0.8865740740740741
164	rand	lc_wmt23_single	test	zh-en	31.85715456323092	0.6065516287946298	0.5870107972218198	0.37333333333333335	0.0498630136986301	0.0635616438356164	0.0673972602739726	0.073972602739726
165	rand	ForceGen_Transformer_filtered	blind	zh-en	37.95895144410984	0.6990886016664803	0.7064484315206845	0.6283704572098476	0.1540847983453981	0.2523267838676318	0.1582213029989658	0.2388831437435367
166	base	opuscat-terms	test	zh-en	24.57296859711461	0.5249792280682045	0.5040725100485015	0.26686656671664166	0.1655526992287917	0.174293059125964	0.1948586118251928	0.1892030848329048
167	base	TSSNMT	test	zh-en	36.34479535362532	0.7074884131550789	0.7234722472727299	0.6363636363636364	0.2244897959183673	0.2448979591836734	0.2857142857142857	0.2857142857142857
168	base	DCU-TU-TR	test	de-en	61.21870334643133	0.8340827158551091	0.8265412860595331	0.8161209068010076	0.6759259259259259	0.6990740740740741	0.7037037037037037	0.7152777777777778
169	rand	uedin_llm	test	en-cs	56.15179905284249	0.8752216406529316	0.8199228931232339	0.4801670146137787	0.2854545454545454	0.3345454545454545	0.3781818181818182	0.3763636363636363
170	base	lc_wmt23_single	blind	de-en	51.74321234409547	0.7706433266825883	0.7994600799809156	0.6666359447004608	0.3331865809632826	0.4123448093686713	0.3608347274808488	0.4134014264330369
171	base	lc_wmt23_single	test	en-cs	57.32156568535274	0.8759195766645425	0.8203379665867666	0.6367432150313153	0.3036363636363636	0.3963636363636363	0.42	0.4309090909090909
172	rand	DCU-TU-TR	blind	de-en	65.0518019279105	0.8154219269974908	0.7745325698174809	0.6337327188940092	0.7984502949722638	0.7755569252443427	0.8310293211235361	0.772387074051246
173	term	BJTU-LB_system2	test	zh-en	41.79062251578228	0.7411601365077837	0.7411507399621883	0.5944527736131934	0.5331619537275064	0.5182519280205655	0.5712082262210797	0.5223650385604113
